drive,age,colour,type,date,value
Electric,Brand new,Green,Sedan,2016-07-31,0.3015083365924902
Electric,Brand new,Green,Sedan,2016-08-31,0.32790373356145613
Electric,Brand new,Green,Sedan,2016-09-30,-0.3318531029024814
Electric,Brand new,Green,Sedan,2016-10-31,-1.259742258076097
Electric,Brand new,Green,Sedan,2016-11-30,-0.472916869888939
Electric,Brand new,Green,Sedan,2016-12-31,-1.2981752236794086
Electric,Brand new,Green,Sedan,2017-01-31,-2.1478920514147415
Electric,Brand new,Green,Sedan,2017-02-28,-0.1424417849047535
Electric,Brand new,Green,Sedan,2017-03-31,-0.6464266382911542
Electric,Brand new,Green,Supermini,2016-03-31,0.17748226684727564
Electric,Brand new,Green,Supermini,2016-04-30,-0.0062231333877895605
Electric,Brand new,Green,Supermini,2016-05-31,-0.17534395840483355
Electric,Brand new,Green,Supermini,2016-06-30,-0.13168205914440262
Electric,Brand new,Green,Supermini,2016-07-31,0.6220150763733221
Electric,Brand new,Green,Supermini,2016-08-31,-0.4747524097143807
Electric,Brand new,Green,Supermini,2016-09-30,2.0689828306882228
Electric,Brand new,Green,Supermini,2016-10-31,-0.5702312903976844
Electric,Brand new,Green,Supermini,2016-11-30,0.21024403965454025
Electric,Brand new,Green,Supermini,2016-12-31,-0.20361274451854514
Electric,Brand new,Green,Supermini,2017-01-31,-0.9451091631254539
Electric,Brand new,Green,Supermini,2017-02-28,0.5129810877534189
Electric,Brand new,Green,Supermini,2017-03-31,1.8250550844640019
Electric,Brand new,Black,Sport,2016-03-31,0.6820462324794931
Electric,Brand new,Black,Sport,2016-04-30,1.0259378124092764
Electric,Brand new,Black,Sport,2016-05-31,-1.2253705064864333
Electric,Brand new,Black,Sport,2016-06-30,0.9085087513617842
Electric,Brand new,Black,Sport,2016-07-31,0.03796747137489632
Electric,Brand new,Black,Sport,2016-08-31,-0.9952639016619954
Electric,Brand new,Black,Sport,2016-09-30,-0.8050391079701682
Electric,Brand new,Black,Sport,2016-10-31,1.2192029370813566
Electric,Brand new,Black,Sport,2016-11-30,-1.2176002110133712
Electric,Brand new,Black,Sport,2016-12-31,0.774911818103345
Electric,Brand new,Black,Sport,2017-01-31,2.1380732295078344
Electric,Brand new,Black,Sport,2017-02-28,-1.6185622112637343
Electric,Brand new,Black,Sport,2017-03-31,-0.6364744821380866
Electric,Brand new,Black,Sedan,2016-03-31,1.2888739408458705
Electric,Brand new,Black,Sedan,2016-04-30,0.18922966046308065
Electric,Brand new,Black,Sedan,2016-05-31,-0.00791627842208351
Electric,Brand new,Black,Sedan,2016-06-30,0.7027947472524274
Electric,Brand new,Black,Sedan,2016-07-31,-1.789686283962645
Electric,Brand new,Black,Sedan,2016-08-31,1.6280249264525237
Electric,Brand new,Black,Sedan,2016-09-30,0.808694912704269
Electric,Brand new,Black,Sedan,2016-10-31,-0.3743909004251237
Electric,Brand new,Black,Sedan,2016-11-30,0.2708696452795673
Electric,Brand new,Black,Sedan,2016-12-31,1.2652225901620355
Electric,Brand new,Black,Sedan,2017-01-31,0.5326262044782816
Electric,Brand new,Black,Sedan,2017-02-28,1.2000673390617567
Electric,Brand new,Black,Sedan,2017-03-31,0.47526838374024405
Electric,Brand new,Black,Supermini,2016-03-31,-0.4231609352438187
Electric,Brand new,Black,Supermini,2016-04-30,-0.2600917542427514
Electric,Brand new,Black,Supermini,2016-05-31,-1.5536538188119775
Electric,Brand new,Black,Supermini,2016-06-30,-0.6313006552093714
Electric,Brand new,Black,Supermini,2016-07-31,-0.8937838670270326
Electric,Brand new,Black,Supermini,2016-08-31,-0.09584523905810806
Electric,Brand new,Black,Supermini,2016-09-30,0.6862956763134291
Electric,Brand new,Black,Supermini,2016-10-31,-0.2237398889845446
Electric,Brand new,Black,Supermini,2016-11-30,-0.6717921615681897
Electric,Brand new,Black,Supermini,2016-12-31,-0.06625914302474083
Electric,Brand new,Black,Supermini,2017-01-31,0.01667223607874963
Electric,Brand new,Black,Supermini,2017-02-28,-1.6371145668870928
Electric,Brand new,Black,Supermini,2017-03-31,-0.3056331607898737
Internal combustion,0-5 years,Yellow,Sport,2016-03-31,0.8445134224880471
Internal combustion,0-5 years,Yellow,Sport,2016-04-30,-0.14130449848860369
Internal combustion,0-5 years,Yellow,Sport,2016-05-31,-0.6072381666970368
Internal combustion,0-5 years,Yellow,Sport,2016-06-30,-0.9941882662435786
Internal combustion,0-5 years,Yellow,Sport,2016-07-31,1.5482029749640693
Internal combustion,0-5 years,Yellow,Sport,2016-08-31,-1.4275874581289318
Internal combustion,0-5 years,Yellow,Sport,2016-09-30,0.9755604610920418
Internal combustion,0-5 years,Yellow,Sport,2016-10-31,1.144089658861105
Internal combustion,0-5 years,Yellow,Sport,2016-11-30,1.605019362200639
Internal combustion,0-5 years,Yellow,Sport,2016-12-31,0.3283974576618922
Internal combustion,0-5 years,Yellow,Sport,2017-01-31,1.3822601684572264
Internal combustion,0-5 years,Yellow,Sport,2017-02-28,-1.5474037773665732
Internal combustion,0-5 years,Yellow,Sport,2017-03-31,-1.358563068608609
Internal combustion,0-5 years,Yellow,Sedan,2016-03-31,0.13033284636920384
Internal combustion,0-5 years,Yellow,Sedan,2016-04-30,0.7137225727616227
Internal combustion,0-5 years,Yellow,Sedan,2016-05-31,-1.1897199619591956
Internal combustion,0-5 years,Yellow,Sedan,2016-06-30,0.033814175394857884
Internal combustion,0-5 years,Yellow,Sedan,2016-07-31,0.004959210806249623
Internal combustion,0-5 years,Yellow,Sedan,2016-08-31,0.24217669854180415
Internal combustion,0-5 years,Yellow,Sedan,2016-09-30,0.06039027917315956
Internal combustion,0-5 years,Yellow,Sedan,2016-10-31,-1.207646862963265
Internal combustion,0-5 years,Yellow,Sedan,2016-11-30,-1.5059786751475872
Internal combustion,0-5 years,Yellow,Sedan,2016-12-31,-1.4641793474431735
Internal combustion,0-5 years,Yellow,Sedan,2017-01-31,0.08790172491034812
Internal combustion,0-5 years,Yellow,Sedan,2017-02-28,0.06856950939565998
Internal combustion,0-5 years,Yellow,Sedan,2017-03-31,-0.11120240905514797
Internal combustion,0-5 years,Yellow,Supermini,2016-03-31,1.3512581988499597
Internal combustion,0-5 years,Yellow,Supermini,2016-04-30,0.9701481549186988
Internal combustion,0-5 years,Yellow,Supermini,2016-05-31,0.39633428195617193
Internal combustion,0-5 years,Yellow,Supermini,2016-06-30,0.646977677401295
Internal combustion,0-5 years,Yellow,Supermini,2016-07-31,-0.7242417565864505
Internal combustion,0-5 years,Yellow,Supermini,2016-08-31,-1.919963644578011
Internal combustion,0-5 years,Yellow,Supermini,2016-09-30,0.008598291463043363
Internal combustion,0-5 years,Yellow,Supermini,2016-10-31,0.5257079749571738
Internal combustion,0-5 years,Yellow,Supermini,2016-11-30,0.09248927811645172
Internal combustion,0-5 years,Yellow,Supermini,2016-12-31,-0.4023069999221857
Internal combustion,0-5 years,Yellow,Supermini,2017-01-31,-0.9040385386561344
Internal combustion,0-5 years,Yellow,Supermini,2017-02-28,0.8959554913916231
Internal combustion,0-5 years,Yellow,Supermini,2017-03-31,-1.3278126259827352
Internal combustion,0-5 years,Blue,Sport,2016-03-31,0.22340676173090512
Internal combustion,0-5 years,Blue,Sport,2016-04-30,-1.9896792259320597
Internal combustion,0-5 years,Blue,Sport,2016-05-31,-0.17748453000101505
Internal combustion,0-5 years,Blue,Sport,2016-06-30,-0.028306964761550125
Internal combustion,0-5 years,Blue,Sport,2016-07-31,0.41545186560456465
Internal combustion,0-5 years,Blue,Sport,2016-08-31,0.7583937394290503
Internal combustion,0-5 years,Blue,Sport,2016-09-30,0.23631519679256827
Internal combustion,0-5 years,Blue,Sport,2016-10-31,-1.9581939752095578
Internal combustion,0-5 years,Blue,Sport,2016-11-30,1.600365602389961
Internal combustion,0-5 years,Blue,Sport,2016-12-31,0.20886744265469764
Internal combustion,0-5 years,Blue,Sport,2017-01-31,0.8421572678291693
Internal combustion,0-5 years,Blue,Sport,2017-02-28,0.2188671361234475
Internal combustion,0-5 years,Blue,Sport,2017-03-31,-0.6306348121938429
Internal combustion,0-5 years,Blue,Sedan,2016-03-31,-0.08638526212487273
Internal combustion,0-5 years,Blue,Sedan,2016-04-30,-0.41728759214816435
Internal combustion,0-5 years,Blue,Sedan,2016-05-31,0.44035709486684177
Internal combustion,0-5 years,Blue,Sedan,2016-06-30,0.7923006958725723
Internal combustion,0-5 years,Blue,Sedan,2016-07-31,1.984962215243875
Internal combustion,0-5 years,Blue,Sedan,2016-08-31,1.0374710961676956
Internal combustion,0-5 years,Blue,Sedan,2016-09-30,0.1034943738783329
Internal combustion,0-5 years,Blue,Sedan,2016-10-31,1.0560007071488688
Internal combustion,0-5 years,Blue,Sedan,2016-11-30,-1.6898056644070782
Internal combustion,0-5 years,Blue,Sedan,2016-12-31,0.025756829044657353
Internal combustion,0-5 years,Blue,Sedan,2017-01-31,0.8508710797685117
Internal combustion,0-5 years,Blue,Sedan,2017-02-28,0.7110503322208894
Internal combustion,0-5 years,Blue,Sedan,2017-03-31,-0.054557805122586206
Internal combustion,0-5 years,Blue,Supermini,2016-03-31,-0.8794300120550524
Internal combustion,0-5 years,Blue,Supermini,2016-04-30,0.42591142420426575
Internal combustion,0-5 years,Blue,Supermini,2016-05-31,0.5785512363340847
Internal combustion,0-5 years,Blue,Supermini,2016-06-30,-1.580182971317414
Internal combustion,0-5 years,Blue,Supermini,2016-07-31,-0.2828253787476478
Internal combustion,0-5 years,Blue,Supermini,2016-08-31,0.014933373372946344
Internal combustion,0-5 years,Blue,Supermini,2016-09-30,2.626795035716514
Internal combustion,0-5 years,Blue,Supermini,2016-10-31,-0.6332076587766486
Internal combustion,0-5 years,Blue,Supermini,2016-11-30,-0.10095230904874618
Internal combustion,0-5 years,Blue,Supermini,2016-12-31,0.3381654768904536
Internal combustion,0-5 years,Blue,Supermini,2017-01-31,1.2547658574967986
Internal combustion,0-5 years,Blue,Supermini,2017-02-28,-0.766274315304953
Internal combustion,0-5 years,Blue,Supermini,2017-03-31,0.35216292327883536
Internal combustion,0-5 years,Green,Sport,2016-03-31,-0.6429559707135024
Internal combustion,0-5 years,Green,Sport,2016-04-30,0.33561473891831145
Internal combustion,0-5 years,Green,Sport,2016-05-31,-0.5286465162288132
Internal combustion,0-5 years,Green,Sport,2016-06-30,0.9438260502583238
Internal combustion,0-5 years,Green,Sport,2016-07-31,1.4648803164968325
Internal combustion,0-5 years,Green,Sport,2016-08-31,0.5204509884632269
Internal combustion,0-5 years,Green,Sport,2016-09-30,2.381144307088848
Internal combustion,0-5 years,Green,Sport,2016-10-31,-0.6460087962350246
Internal combustion,0-5 years,Green,Sport,2016-11-30,-1.2364131667772404
Internal combustion,0-5 years,Green,Sport,2016-12-31,1.4484987484566534
Internal combustion,0-5 years,Green,Sport,2017-01-31,0.574633019502084
Internal combustion,0-5 years,Green,Sport,2017-02-28,0.6442081736673163
Internal combustion,0-5 years,Green,Sport,2017-03-31,-0.38985751625839626
Internal combustion,0-5 years,Green,Sedan,2016-03-31,-2.2402735044768654
Internal combustion,0-5 years,Green,Sedan,2016-04-30,0.6013007038057185
Internal combustion,0-5 years,Green,Sedan,2016-05-31,1.007545270562797
Internal combustion,0-5 years,Green,Sedan,2016-06-30,-0.5826787498518267
Internal combustion,0-5 years,Green,Sedan,2016-07-31,-0.5322611445637905
Internal combustion,0-5 years,Green,Sedan,2016-08-31,0.5516410692571606
Internal combustion,0-5 years,Green,Sedan,2016-09-30,0.22771392682146968
Internal combustion,0-5 years,Green,Sedan,2016-10-31,-0.44688687932155297
Internal combustion,0-5 years,Green,Sedan,2016-11-30,-0.6411662072329022
Internal combustion,0-5 years,Green,Sedan,2016-12-31,-2.328878176787722
Internal combustion,0-5 years,Green,Sedan,2017-01-31,0.3495395018907604
Internal combustion,0-5 years,Green,Sedan,2017-02-28,2.1130461406333243
Internal combustion,0-5 years,Green,Sedan,2017-03-31,2.2097061509844256
Internal combustion,0-5 years,Green,Supermini,2016-03-31,-0.09618982884910503
Internal combustion,0-5 years,Green,Supermini,2016-04-30,1.7236140093872845
Internal combustion,0-5 years,Green,Supermini,2016-05-31,-0.9114298330236779
Internal combustion,0-5 years,Green,Supermini,2016-06-30,0.7154175363429783
Internal combustion,0-5 years,Green,Supermini,2016-07-31,0.4571906027160805
Internal combustion,0-5 years,Green,Supermini,2016-08-31,-0.8885423849511216
Internal combustion,0-5 years,Green,Supermini,2016-09-30,-0.9170587813612825
Internal combustion,0-5 years,Green,Supermini,2016-10-31,0.5620387308569891
Internal combustion,0-5 years,Green,Supermini,2016-11-30,-0.22529003944470882
Internal combustion,0-5 years,Green,Supermini,2016-12-31,-1.1914641963718358
Internal combustion,0-5 years,Green,Supermini,2017-01-31,-0.8986716430600593
Internal combustion,0-5 years,Green,Supermini,2017-02-28,1.1623917381736464
Internal combustion,0-5 years,Green,Supermini,2017-03-31,0.45427544359192046
Internal combustion,0-5 years,Black,Sport,2016-03-31,-0.42368307375363934
Internal combustion,0-5 years,Black,Sport,2016-04-30,0.5084271969036065
Internal combustion,0-5 years,Black,Sport,2016-05-31,2.9161457643246953
Internal combustion,0-5 years,Black,Sport,2016-06-30,1.8355778710871449
Internal combustion,0-5 years,Black,Sport,2016-07-31,0.7456436851348052
Internal combustion,0-5 years,Black,Sport,2016-08-31,0.8680984972470904
Internal combustion,0-5 years,Black,Sport,2016-09-30,0.6366812563726035
Internal combustion,0-5 years,Black,Sport,2016-10-31,1.2630923320655276
Internal combustion,0-5 years,Black,Sport,2016-11-30,-0.5039153354393854
Internal combustion,0-5 years,Black,Sport,2016-12-31,0.4639631525681164
Internal combustion,0-5 years,Black,Sport,2017-01-31,-0.5373458801415575
Internal combustion,0-5 years,Black,Sport,2017-02-28,-1.4419782458689343
Internal combustion,0-5 years,Black,Sport,2017-03-31,-1.1135996581694183
Internal combustion,0-5 years,Black,Sedan,2016-03-31,-0.4974771731241164
Internal combustion,0-5 years,Black,Sedan,2016-04-30,0.8920109815553827
Internal combustion,0-5 years,Black,Sedan,2016-05-31,1.36378730163381
Internal combustion,0-5 years,Black,Sedan,2016-06-30,1.5979576270834015
Internal combustion,0-5 years,Black,Sedan,2016-07-31,0.2926301715125989
Internal combustion,0-5 years,Black,Sedan,2016-08-31,-1.2476164204357274
Internal combustion,0-5 years,Black,Sedan,2016-09-30,1.4916874912684226
Internal combustion,0-5 years,Black,Sedan,2016-10-31,1.16801841115846
Internal combustion,0-5 years,Black,Sedan,2016-11-30,0.806171182214125
Internal combustion,0-5 years,Black,Sedan,2016-12-31,-0.3981249684733992
Internal combustion,0-5 years,Black,Sedan,2017-01-31,-1.057707198672881
Internal combustion,0-5 years,Black,Sedan,2017-02-28,-0.20807856401696545
Internal combustion,0-5 years,Black,Sedan,2017-03-31,-1.098886827972773
Internal combustion,0-5 years,Black,Supermini,2016-03-31,1.1331200708010103
Internal combustion,0-5 years,Black,Supermini,2016-04-30,-0.11295768006716517
Internal combustion,0-5 years,Black,Supermini,2016-05-31,-0.08723610998326047
Internal combustion,0-5 years,Black,Supermini,2016-06-30,0.8265315368364236
Internal combustion,0-5 years,Black,Supermini,2016-07-31,2.642673114790711
Internal combustion,0-5 years,Black,Supermini,2016-08-31,-0.9976094169992891
Internal combustion,0-5 years,Black,Supermini,2016-09-30,-1.8996044162185264
Internal combustion,0-5 years,Black,Supermini,2016-10-31,0.53854488526395
Internal combustion,0-5 years,Black,Supermini,2016-11-30,0.49959456915424566
Internal combustion,0-5 years,Black,Supermini,2016-12-31,0.3022789571561422
Internal combustion,0-5 years,Black,Supermini,2017-01-31,-1.1218564502944677
Internal combustion,0-5 years,Black,Supermini,2017-02-28,0.8928551913275837
Internal combustion,0-5 years,Black,Supermini,2017-03-31,-1.141403137360055
Internal combustion,5 years +,Yellow,Sport,2016-03-31,-0.6512795351661526
Internal combustion,5 years +,Yellow,Sport,2016-04-30,1.9348227852542763
Internal combustion,5 years +,Yellow,Sport,2016-05-31,1.0500219431377098
Internal combustion,5 years +,Yellow,Sport,2016-06-30,-0.6166993533800758
Internal combustion,5 years +,Yellow,Sport,2016-07-31,0.3974528268113512
Internal combustion,5 years +,Yellow,Sport,2016-08-31,-1.542914743460307
Internal combustion,5 years +,Yellow,Sport,2016-09-30,-1.7435030972697763
Internal combustion,5 years +,Yellow,Sport,2016-10-31,0.6147560992065229
Internal combustion,5 years +,Yellow,Sport,2016-11-30,-0.4136743805457177
Internal combustion,5 years +,Yellow,Sport,2016-12-31,0.653631365673762
Internal combustion,5 years +,Yellow,Sport,2017-01-31,0.3031014589417656
Internal combustion,5 years +,Yellow,Sport,2017-02-28,-7.181501537763701e-4
Internal combustion,5 years +,Yellow,Sport,2017-03-31,0.37351870963471434
Internal combustion,5 years +,Yellow,Sedan,2016-03-31,0.6845767774108369
Internal combustion,5 years +,Yellow,Sedan,2016-04-30,1.1293708708845154
Internal combustion,5 years +,Yellow,Sedan,2016-05-31,0.7802481923184972
Internal combustion,5 years +,Yellow,Sedan,2016-06-30,-1.4504277058948918
Internal combustion,5 years +,Yellow,Sedan,2016-07-31,0.01338452110672846
Internal combustion,5 years +,Yellow,Sedan,2016-08-31,-0.8413186838587455
Internal combustion,5 years +,Yellow,Sedan,2016-09-30,1.72461020969294
Internal combustion,5 years +,Yellow,Sedan,2016-10-31,1.669232530320598
Internal combustion,5 years +,Yellow,Sedan,2016-11-30,-0.406894607922616
Internal combustion,5 years +,Yellow,Sedan,2016-12-31,-1.2775900303543988
Internal combustion,5 years +,Yellow,Sedan,2017-01-31,0.24154945861942217
Internal combustion,5 years +,Yellow,Sedan,2017-02-28,0.11211236765862699
Internal combustion,5 years +,Yellow,Sedan,2017-03-31,0.13751940584507638
Internal combustion,5 years +,Yellow,Supermini,2016-03-31,0.8173454852465311
Internal combustion,5 years +,Yellow,Supermini,2016-04-30,-0.3548550057816769
Internal combustion,5 years +,Yellow,Supermini,2016-05-31,-0.08102755803808424
Internal combustion,5 years +,Yellow,Supermini,2016-06-30,-0.5175815376458442
Internal combustion,5 years +,Yellow,Supermini,2016-07-31,-1.8402973719845506
Internal combustion,5 years +,Yellow,Supermini,2016-08-31,0.39107406339579653
Internal combustion,5 years +,Yellow,Supermini,2016-09-30,-2.3632264554301323
Internal combustion,5 years +,Yellow,Supermini,2016-10-31,-0.3002216692026337
Internal combustion,5 years +,Yellow,Supermini,2016-11-30,-1.1844628969991065
Internal combustion,5 years +,Yellow,Supermini,2016-12-31,0.08657812503336877
Internal combustion,5 years +,Yellow,Supermini,2017-01-31,-0.6268400513945358
Internal combustion,5 years +,Yellow,Supermini,2017-02-28,0.22745646926683227
Internal combustion,5 years +,Yellow,Supermini,2017-03-31,-0.6827674942047625
Internal combustion,5 years +,Blue,Sport,2016-03-31,-1.174960876415438
Internal combustion,5 years +,Blue,Sport,2016-04-30,-0.03898470605705614
Internal combustion,5 years +,Blue,Sport,2016-05-31,-0.5240436633640642
Internal combustion,5 years +,Blue,Sport,2016-06-30,-1.0783410200158572
Internal combustion,5 years +,Blue,Sport,2016-07-31,-0.2670573850464454
Internal combustion,5 years +,Blue,Sport,2016-08-31,-2.447116119828262
Internal combustion,5 years +,Blue,Sport,2016-09-30,-0.3874052701919785
Internal combustion,5 years +,Blue,Sport,2016-10-31,0.14108863345869221
Internal combustion,5 years +,Blue,Sport,2016-11-30,0.877730673543222
Internal combustion,5 years +,Blue,Sport,2016-12-31,1.5209932726307729
Internal combustion,5 years +,Blue,Sport,2017-01-31,-0.3217349639207167
Internal combustion,5 years +,Blue,Sport,2017-02-28,0.3049463242793369
Internal combustion,5 years +,Blue,Sport,2017-03-31,1.5627871800509274
Internal combustion,5 years +,Blue,Sedan,2016-03-31,-0.7021676672614151
Internal combustion,5 years +,Blue,Sedan,2016-04-30,-1.6288614491398845
Internal combustion,5 years +,Blue,Sedan,2016-05-31,1.1830791830959493
Internal combustion,5 years +,Blue,Sedan,2016-06-30,-0.17589862041931384
Internal combustion,5 years +,Blue,Sedan,2016-07-31,2.7204046813682066
Internal combustion,5 years +,Blue,Sedan,2016-08-31,-2.0749695850743732
Internal combustion,5 years +,Blue,Sedan,2016-09-30,-1.7058546461236974
Internal combustion,5 years +,Blue,Sedan,2016-10-31,0.17030314635285693
Internal combustion,5 years +,Blue,Sedan,2016-11-30,-0.6263330211756873
Internal combustion,5 years +,Blue,Sedan,2016-12-31,-2.2811057135620523
Internal combustion,5 years +,Blue,Sedan,2017-01-31,0.5224027635780448
Internal combustion,5 years +,Blue,Sedan,2017-02-28,-1.3663813731035668
Internal combustion,5 years +,Blue,Sedan,2017-03-31,-0.3363555192031528
Internal combustion,5 years +,Blue,Supermini,2016-03-31,0.5550203771075448
Internal combustion,5 years +,Blue,Supermini,2016-04-30,-1.566805420904318
Internal combustion,5 years +,Blue,Supermini,2016-05-31,-0.049099264978194036
Internal combustion,5 years +,Blue,Supermini,2016-06-30,0.35699971000756003
Internal combustion,5 years +,Blue,Supermini,2016-07-31,-0.6813135912818277
Internal combustion,5 years +,Blue,Supermini,2016-08-31,-1.6578888410365036
Internal combustion,5 years +,Blue,Supermini,2016-09-30,0.3940529626542704
Internal combustion,5 years +,Blue,Supermini,2016-10-31,-1.8434302587070743
Internal combustion,5 years +,Blue,Supermini,2016-11-30,0.44887883998191824
Internal combustion,5 years +,Blue,Supermini,2016-12-31,0.8645515401224076
Internal combustion,5 years +,Blue,Supermini,2017-01-31,-0.8403375765273112
Internal combustion,5 years +,Blue,Supermini,2017-02-28,0.6880866321899876
Internal combustion,5 years +,Blue,Supermini,2017-03-31,0.6601432930475284
Internal combustion,5 years +,Green,Sport,2016-03-31,0.47949110013169716
Internal combustion,5 years +,Green,Sport,2016-04-30,0.7731333636789475
Internal combustion,5 years +,Green,Sport,2016-05-31,-0.19018194759885734
Internal combustion,5 years +,Green,Sport,2016-06-30,0.8658080110282848
Internal combustion,5 years +,Green,Sport,2016-07-31,-1.5924374951768738
Internal combustion,5 years +,Green,Sport,2016-08-31,-0.06110470240147442
Internal combustion,5 years +,Green,Sport,2016-09-30,1.4613368441548154
Internal combustion,5 years +,Green,Sport,2016-10-31,-0.17491100113707483
Internal combustion,5 years +,Green,Sport,2016-11-30,0.2519181584834043
Internal combustion,5 years +,Green,Sport,2016-12-31,0.6779102530065253
Internal combustion,5 years +,Green,Sport,2017-01-31,-0.08636145356430373
Internal combustion,5 years +,Green,Sport,2017-02-28,-1.810819930030378
Internal combustion,5 years +,Green,Sport,2017-03-31,1.431266462338912
Internal combustion,5 years +,Green,Sedan,2016-03-31,-0.7857446391762223
Internal combustion,5 years +,Green,Sedan,2016-04-30,-0.5594018967584328
Internal combustion,5 years +,Green,Sedan,2016-05-31,-0.8410534663009952
Internal combustion,5 years +,Green,Sedan,2016-06-30,1.3211467739005809
Internal combustion,5 years +,Green,Sedan,2016-07-31,-0.2886393837667065
Internal combustion,5 years +,Green,Sedan,2016-08-31,0.9006875282562677
Internal combustion,5 years +,Green,Sedan,2016-09-30,-1.4861562709563132
Internal combustion,5 years +,Green,Sedan,2016-10-31,-0.2290938753551821
Internal combustion,5 years +,Green,Sedan,2016-11-30,0.45310639068173036
Internal combustion,5 years +,Green,Sedan,2016-12-31,0.20627829949307286
Internal combustion,5 years +,Green,Sedan,2017-01-31,-0.09569241350159523
Internal combustion,5 years +,Green,Sedan,2017-02-28,0.4430830568616302
Internal combustion,5 years +,Green,Sedan,2017-03-31,0.6480736863935024
Internal combustion,5 years +,Green,Supermini,2016-03-31,-1.0487703927707268
Internal combustion,5 years +,Green,Supermini,2016-04-30,1.2985743414610125
Internal combustion,5 years +,Green,Supermini,2016-05-31,0.14367574982919532
Internal combustion,5 years +,Green,Supermini,2016-06-30,-0.17345878472171367
Internal combustion,5 years +,Green,Supermini,2016-07-31,-0.8295731705225153
Internal combustion,5 years +,Green,Supermini,2016-08-31,0.5481658580406457
Internal combustion,5 years +,Green,Supermini,2016-09-30,1.5197637533571693
Internal combustion,5 years +,Green,Supermini,2016-10-31,-0.1849429612810312
Internal combustion,5 years +,Green,Supermini,2016-11-30,-0.08928146315961441
Internal combustion,5 years +,Green,Supermini,2016-12-31,-0.51641312820854
Internal combustion,5 years +,Green,Supermini,2017-01-31,-0.038836141204138606
Internal combustion,5 years +,Green,Supermini,2017-02-28,-0.8043643616682667
Internal combustion,5 years +,Green,Supermini,2017-03-31,-0.1532107554354611
Internal combustion,5 years +,Black,Sport,2016-03-31,-1.8852183207877602
Internal combustion,5 years +,Black,Sport,2016-04-30,-0.9884694085079925
Internal combustion,5 years +,Black,Sport,2016-05-31,0.34901739772604945
Internal combustion,5 years +,Black,Sport,2016-06-30,-0.05759648786465727
Internal combustion,5 years +,Black,Sport,2016-07-31,0.158699083569987
Internal combustion,5 years +,Black,Sport,2016-08-31,-0.8857213830740424
Internal combustion,5 years +,Black,Sport,2016-09-30,-0.35935290422732197
Internal combustion,5 years +,Black,Sport,2016-10-31,0.4766767125933877
Internal combustion,5 years +,Black,Sport,2016-11-30,0.028304317006727836
Internal combustion,5 years +,Black,Sport,2016-12-31,1.5445366346209333
Internal combustion,5 years +,Black,Sport,2017-01-31,-0.9191805026484774
Internal combustion,5 years +,Black,Sport,2017-02-28,-0.20024827076912446
Internal combustion,5 years +,Black,Sport,2017-03-31,1.5599307207380484
Internal combustion,5 years +,Black,Sedan,2016-03-31,0.5018081270552381
Internal combustion,5 years +,Black,Sedan,2016-04-30,0.39993522066008896
Internal combustion,5 years +,Black,Sedan,2016-05-31,-0.9247262599339373
Internal combustion,5 years +,Black,Sedan,2016-06-30,-0.34524918257774073
Internal combustion,5 years +,Black,Sedan,2016-07-31,0.5849392452208407
Internal combustion,5 years +,Black,Sedan,2016-08-31,-0.998425907184256
Internal combustion,5 years +,Black,Sedan,2016-09-30,2.0181624149897566
Internal combustion,5 years +,Black,Sedan,2016-10-31,1.7409966735713494
Internal combustion,5 years +,Black,Sedan,2016-11-30,-1.1607811298504822
Internal combustion,5 years +,Black,Sedan,2016-12-31,-2.3970522168883988
Internal combustion,5 years +,Black,Sedan,2017-01-31,-0.5430585139540988
Internal combustion,5 years +,Black,Sedan,2017-02-28,-0.39729545795625015
Internal combustion,5 years +,Black,Sedan,2017-03-31,0.7373527802538417
Internal combustion,5 years +,Black,Supermini,2016-03-31,-0.576657033074049
Internal combustion,5 years +,Black,Supermini,2016-04-30,1.6858446614362128
Internal combustion,5 years +,Black,Supermini,2016-05-31,-1.4197269909454469
Internal combustion,5 years +,Black,Supermini,2016-06-30,0.31652975684884416
Internal combustion,5 years +,Black,Supermini,2016-07-31,0.3254587676434467
Internal combustion,5 years +,Black,Supermini,2016-08-31,0.3356627879133732
Internal combustion,5 years +,Black,Supermini,2016-09-30,0.2579952966131246
Internal combustion,5 years +,Black,Supermini,2016-10-31,0.5723881283407736
Internal combustion,5 years +,Black,Supermini,2016-11-30,-0.022550031949907103
Internal combustion,5 years +,Black,Supermini,2016-12-31,0.9463574777060935
Internal combustion,5 years +,Black,Supermini,2017-01-31,-1.3226343616033767
Internal combustion,5 years +,Black,Supermini,2017-02-28,-0.23855524648190152
Internal combustion,5 years +,Black,Supermini,2017-03-31,1.0789764032558136
Internal combustion,Brand new,Yellow,Sport,2016-03-31,1.72006753043412
Internal combustion,Brand new,Yellow,Sport,2016-04-30,-0.7928911924443225
Internal combustion,Brand new,Yellow,Sport,2016-05-31,1.726161360200706
Internal combustion,Brand new,Yellow,Sport,2016-06-30,-0.2398024168332347
Internal combustion,Brand new,Yellow,Sport,2016-07-31,-0.9133183109279501
Internal combustion,Brand new,Yellow,Sport,2016-08-31,0.6009061250240296
Internal combustion,Brand new,Yellow,Sport,2016-09-30,0.9589038202670911
Internal combustion,Brand new,Yellow,Sport,2016-10-31,-0.729651002073219
